beta,ci_lo,ci_hi,rel
-.0073250565050698,-.0627802658323127,.048130152822173,-4
-.0490637860128567,-.0988901894132651,.0007626173875517,-3
-.0210161418370227,-.0642359512234962,.0222036675494508,-2
-.0159098725917689,-.0537252665840358,.021905521400498,0
.0009052702180292,-.0392521932923631,.0410627337284215,1
-.0466546772061645,-.0904554032365064,-.0028539511758226,2
-.0460291904282204,-.0881431817828364,-.0039151990736043,3
-.0196097151584269,-.063296365888853,.0240769355719992,4
.0088070838213137,-.0350476660533983,.0526618336960258,5
