beta,ci_lo,ci_hi,rel
.0249979243619765,.0081239104178714,.0418719383060815,-4
.0004359267419129,-.015971874142171,.0168437276259968,-3
.004240701768024,-.0091940922967145,.0176754958327625,-2
-.0103106800768328,-.023755375781985,.0031340156283193,0
-.0102868608760851,-.0243542728493694,.0037805510971991,1
-.005739568622111,-.0204557345070386,.0089765972628166,2
-.0324416448344739,-.0480290730796282,-.0168542165893196,3
.003726476626656,-.0114704058168172,.0189233590701292,4
